CASENUM,VEH_NO,PER_NO,REGION,PSU,PJ,PSU_VAR,URBANICITY,STRATUM,NMIMPAIR,PSUSTRAT,WEIGHT
201800677083,0,1,3,12,457,12,1,2,98,12,30.533348976
201800677183,0,1,3,59,506,59,1,2,98,10,30.337788331
201800677623,0,1,3,28,437,28,1,2,98,11,30.401689624
201800677951,0,1,4,20,3011,20,2,2,98,25,42.502267329
201800678182,0,1,3,12,457,12,1,2,98,12,30.533348976
201800678195,0,1,3,75,1230,75,2,2,9,19,29.133297861
201800678947,0,1,3,48,87,48,1,2,99,12,31.400785627
201800679260,0,1,3,70,46,70,2,2,0,16,30.234815932
201800679279,0,1,3,70,138,70,2,2,0,16,30.234815932
201800679522,0,1,3,12,455,12,1,2,98,12,30.533348976
201800680034,0,1,1,50,1645,50,2,2,0,4,30.511115748
201800680034,0,2,1,50,1645,50,2,2,0,4,30.511115748
201800680122,0,1,2,29,970,29,1,2,98,7,29.900148782
201800680229,0,1,1,50,1635,50,2,2,0,4,30.511115751
201800680269,0,1,4,46,338,46,1,2,0,22,67.142861453
201800680344,0,1,1,34,1678,34,1,2,98,1,31.699880813
201800680626,0,1,4,44,388,44,2,2,0,25,29.541886341
201800680748,0,1,1,34,1688,34,1,2,0,1,31.699880814
201800680811,0,1,1,34,1688,34,1,2,0,1,31.699880814
201800680823,0,1,1,34,1692,34,1,2,0,1,31.699880813
201800681056,0,1,4,56,205,205,1,2,0,20,34.194551568
201800681148,0,1,1,31,1710,31,1,2,0,2,31.121813653
201800681207,0,1,3,35,2797,35,1,2,0,13,32.868815843
201800681346,0,1,3,35,2799,35,1,2,0,13,29.692967964
201800681542,0,1,3,30,3296,30,1,2,0,14,32.600430164
201800682084,0,1,4,56,210,210,1,2,0,20,34.194551568
201800682182,0,1,4,56,214,214,1,2,0,20,34.194551567
201800682328,0,1,1,34,1692,34,1,2,0,1,31.699880813
201800682368,0,1,1,34,1684,34,1,2,98,1,31.699880813
201800682408,0,1,1,34,1684,34,1,2,0,1,31.699880813
201800682461,0,1,1,34,1695,34,1,2,98,1,31.699880813
201800682517,0,1,1,34,1695,34,1,2,98,1,31.699880813
201800682594,0,1,4,24,172,24,2,2,99,24,33.694207716
201800682628,0,1,4,41,159,41,1,2,0,22,32.443859191
201800682777,0,1,4,41,159,41,1,2,0,22,32.443859191
201800683004,0,1,3,51,1098,51,1,2,0,10,29.856290986
201800683216,0,1,3,65,2851,65,1,2,0,13,31.230780603
201800683499,0,1,4,68,297,68,1,2,0,23,34.195372111
201800683617,0,1,2,67,1919,67,1,2,0,8,29.355432268
201800683617,0,2,2,67,1919,67,1,2,0,8,29.355432268
201800683617,0,3,2,67,1919,67,1,2,0,8,29.355432268
201800683856,0,1,1,13,1191,13,1,2,0,3,32.071875573
201800683896,0,1,1,34,1693,34,1,2,0,1,31.699880813
201800683928,0,1,3,17,1053,17,1,2,0,15,30.026404117
201800683964,0,1,1,72,1741,72,1,2,0,1,31.388232717
201800684042,0,1,1,31,1709,31,1,2,0,2,31.121813653
201800684066,0,1,1,72,1741,72,1,2,98,1,31.388232717
201800684412,0,1,4,20,3019,20,2,2,98,25,29.068027376
201800685158,0,1,3,28,432,28,1,2,98,11,30.401689625
201800685319,0,1,3,83,2810,83,1,2,0,13,30.224298691
201800685411,0,1,4,49,260,49,1,2,98,21,37.402434262
201800685491,0,1,3,33,1484,33,1,2,0,11,29.911863378
201800685651,0,1,2,29,972,29,1,2,98,7,37.630098819
201800685773,0,1,1,76,2286,76,1,2,0,2,31.925903258
201800685902,0,1,2,39,1374,39,1,2,0,7,28.030309108
201800687279,0,1,3,38,573,38,1,2,0,14,29.465141091
201800687323,0,1,3,35,2792,35,1,2,0,13,40.277704227
201800687389,0,1,3,35,2819,35,1,2,0,13,31.060666015
201800687400,0,1,4,56,206,206,1,2,9,20,34.194551568
201800687416,0,1,4,56,206,206,1,2,0,20,34.194551568
201800687443,0,1,4,56,206,206,1,2,0,20,34.194551568
201800688857,0,1,4,44,375,44,2,2,98,25,39.936253757
201800688872,0,1,1,72,1723,72,1,2,0,1,31.388232717
201800689706,0,1,4,20,3019,20,2,2,98,25,29.068027376
201800689785,0,1,3,12,456,12,1,2,98,12,30.533348976
201800690121,0,1,3,59,479,59,1,2,98,10,30.337788331
201800690121,0,2,3,59,479,59,1,2,98,10,30.337788331
201800690232,0,1,3,28,4093,28,1,2,98,11,30.401689624
201800690398,0,1,1,57,2582,57,1,2,0,3,31.794775091
201800690556,0,1,3,40,3076,40,1,2,0,15,30.104847399
201800690919,0,1,4,56,211,211,1,2,0,20,34.194551568
201800690997,0,1,3,75,1219,75,2,3,98,19,28.058709005
201800691111,0,1,2,67,1933,67,1,2,10,8,32.305074218
201800691224,0,1,4,56,206,206,1,2,99,20,34.194551568
201800691430,0,1,1,72,1723,72,1,2,0,1,31.388232717
201800691502,0,1,1,72,1736,72,1,2,99,1,31.388232717
201800693019,0,1,3,40,3106,40,1,2,0,15,30.104847399
201800693760,0,1,3,82,2152,82,2,2,0,19,27.968941776
201800694252,0,1,3,70,138,70,2,2,9,16,30.234815932
201800694521,0,1,3,12,457,12,1,2,0,12,30.533348976
201800694845,0,1,3,59,503,59,1,2,98,10,30.337788331
201800695193,0,1,3,17,1038,17,1,2,98,15,30.026404116
201800695258,0,1,1,34,1678,34,1,2,0,1,31.699880813
201800695338,0,1,2,67,1925,67,1,2,0,8,29.355432267
201800695519,0,1,4,60,257,60,1,2,0,21,37.526764813
201800695539,0,1,1,34,1688,34,1,2,0,1,31.699880814
201800695721,0,1,1,34,1692,34,1,2,0,1,31.699880813
201800695749,0,1,3,33,1472,33,1,2,0,11,29.911863378
201800695823,0,1,4,60,257,60,1,2,0,21,37.526764813
201800695940,0,1,4,60,257,60,1,2,0,21,37.526764813
201800696058,0,1,1,34,1692,34,1,2,0,1,31.699880813
201800696074,0,1,1,34,1692,34,1,9,0,1,177.31910953
201800696195,0,1,1,34,1684,34,1,2,0,1,31.699880813
201800696227,0,1,4,41,162,41,1,2,98,22,32.443859191
201800696319,0,1,4,46,336,46,1,2,0,22,32.839231129
201800696374,0,1,4,10,329,10,1,2,0,21,37.181173577
201800696436,0,1,4,46,336,46,1,2,0,22,32.839231129
201800696492,0,1,3,17,1053,17,1,2,99,15,30.026404117
201800696496,0,1,3,62,567,62,2,2,9,18,28.149147399
201800696695,0,1,2,67,1921,67,1,2,0,8,29.355432267
201800697081,0,1,4,56,206,206,1,2,0,20,34.194551568
201800697118,0,1,4,49,261,49,1,2,0,21,37.402434262
201800697239,0,1,4,20,3013,20,2,2,98,25,39.487272526
201800697824,0,1,1,61,1568,61,1,2,8,1,31.192948281
201800698015,0,1,1,34,1695,34,1,2,0,1,31.699880813
201800698046,0,1,3,17,1053,17,1,2,0,15,30.026404117
201800698046,0,2,3,17,1053,17,1,2,0,15,30.026404117
201800698125,0,1,1,34,1693,34,1,2,0,1,31.699880813
201800698329,0,1,4,10,315,10,1,2,0,21,37.181173575
201800698395,0,1,4,10,315,10,1,2,0,21,37.181173575
201800698496,0,1,1,66,1764,66,1,2,0,1,31.210065827
201800698505,0,1,1,66,1764,66,1,2,0,1,31.210065827
201800698615,0,1,4,46,362,46,1,2,0,22,32.83923113
201800698686,0,1,1,66,1766,66,1,2,0,1,31.210065828
201800698975,0,1,4,41,161,41,1,2,9,22,41.952670567
201800699162,0,1,1,80,1800,80,1,2,99,2,31.688442341
201800699316,0,1,3,83,2810,83,1,2,0,13,30.224298691
201800699490,0,1,3,54,526,54,1,2,99,14,47.644614092
201800699745,0,1,3,78,464,78,1,2,98,10,31.237879879
201800700400,0,1,4,56,210,210,1,2,0,20,34.194551568
201800700768,0,1,4,44,386,44,2,2,98,25,29.541886341
201800701425,0,1,1,66,1757,66,1,2,0,1,31.210065828
201800701444,0,1,3,51,1098,51,1,2,99,10,29.856290986
201800701447,0,1,3,51,1078,51,1,2,0,10,29.856290986
201800701876,0,1,4,24,172,24,2,2,98,24,28.682796385
201800701928,0,1,4,24,172,24,2,2,0,24,28.682796385
201800702018,0,1,1,66,1762,66,1,2,0,1,31.210065828
201800702041,0,1,1,66,1763,66,1,2,0,1,31.210065828
201800702046,0,1,1,66,1763,66,1,2,0,1,31.210065828
201800702106,0,1,3,82,2152,82,2,2,0,19,27.968941776
201800702218,0,1,4,60,256,60,1,2,0,21,37.526764813
201800702379,0,1,3,12,455,12,1,2,98,12,30.533348976
201800702861,0,1,3,59,500,59,1,10,98,10,241.36784567
201800702966,0,1,3,28,440,28,1,2,98,11,30.401689625
201800703017,0,1,3,78,453,78,1,2,98,10,29.862378551
201800703174,0,1,4,60,232,60,1,2,0,21,37.526764813
201800703865,0,1,1,50,1646,50,2,2,0,4,30.51111575
201800703957,0,1,1,80,1800,80,1,2,0,2,31.688442341
201800704020,0,1,2,25,2092,25,1,2,0,8,77.539562912
201800704254,0,1,1,72,1747,72,1,2,0,1,31.388232717
201800704286,0,1,1,72,1733,72,1,2,0,1,37.364977733
201800704386,0,1,4,49,261,49,1,2,0,21,37.402434262
201800704557,0,1,4,20,3019,20,2,2,98,25,29.068027376
201800704558,0,1,4,20,3019,20,2,2,98,25,29.068027376
201800705491,0,1,3,83,2810,83,1,2,0,13,30.224298691
201800705708,0,1,2,67,1919,67,1,2,0,8,29.355432268
201800705773,0,1,1,72,1723,72,1,2,0,1,31.388232717
201800705877,0,1,1,76,2298,76,1,2,0,2,40.289563287
201800706254,0,1,4,41,159,41,1,2,99,22,41.952670566
201800706323,0,1,1,72,1723,72,1,2,0,1,31.388232717
201800706542,0,1,3,12,455,12,1,2,98,12,30.533348976
201800706698,0,1,3,59,505,59,1,2,98,10,30.337788331
201800706977,0,1,3,28,440,28,1,2,98,11,30.401689625
201800707167,0,1,4,20,3019,20,2,2,98,25,29.068027376
201800707343,0,1,3,78,469,78,1,2,98,10,29.86237855
201800707422,0,1,3,12,457,12,1,2,98,12,31.939756106
201800707486,0,1,3,75,1230,75,2,2,98,19,29.133297861
201800707927,0,1,3,59,500,59,1,2,98,10,30.337788331
201800709448,0,1,3,12,455,12,1,2,98,12,30.533348976
201800709872,0,1,3,65,2851,65,1,2,0,13,31.230780603
201800709872,0,2,3,65,2851,65,1,2,0,13,31.230780603
201800709951,0,1,4,68,4056,68,1,2,0,23,34.195372111
201800710003,0,1,4,68,4056,68,1,2,0,23,34.195372111
201800710414,0,1,3,40,3106,40,1,2,99,15,30.104847399
201800710609,0,1,1,31,1709,31,1,2,0,2,31.121813653
201800710721,0,1,4,46,336,46,1,2,0,22,32.839231129
201800711048,0,1,4,41,163,41,1,2,0,22,32.443859191
201800711332,0,1,1,31,1709,31,1,2,0,2,31.121813653
201800711792,0,1,3,83,2810,83,1,2,0,13,30.224298691
201800711833,0,1,3,62,567,62,2,2,9,18,28.149147399
201800712035,0,1,1,72,1723,72,1,2,0,1,31.388232717
201800712216,0,1,4,68,285,68,1,2,0,23,34.195372112
201800712288,0,1,3,17,1053,17,1,2,0,15,30.026404117
201800712306,0,1,4,46,337,46,1,2,0,22,32.839231129
201800712334,0,1,4,46,337,46,1,2,0,22,32.839231129
201800712595,0,1,3,51,1098,51,1,2,99,10,31.231511914
201800712637,0,1,3,62,618,62,2,2,0,18,37.81528098
201800712692,0,1,3,17,1053,17,1,2,0,15,30.026404117
201800713441,0,1,3,75,1222,75,2,2,99,19,39.137378794
201800714321,0,1,4,46,353,46,1,2,0,22,56.361203073
201800714391,0,1,1,34,1678,34,1,2,0,1,31.699880813
201800714479,0,1,4,60,234,60,1,2,0,21,37.526764813
201800714514,0,1,1,34,1688,34,1,2,0,1,31.699880814
201800714556,0,1,4,60,234,60,1,2,0,21,37.526764813
201800714821,0,1,4,60,234,60,1,2,0,21,37.526764813
201800714866,0,1,1,76,2286,76,1,2,0,2,31.925903258
201800714878,0,1,1,34,1692,34,1,2,0,1,31.699880813
201800715012,0,1,1,13,1208,13,1,2,0,3,32.071875573
201800715043,0,1,1,13,1208,13,1,2,0,3,32.071875573
201800715088,0,1,4,64,311,64,1,2,0,23,35.645192619
201800715229,0,1,4,46,353,46,1,2,0,22,43.586615862
201800715254,0,1,1,34,1695,34,1,2,0,1,31.699880813
201800715277,0,1,3,17,1053,17,1,2,0,15,30.026404117
201800715282,0,1,1,34,1695,34,1,2,0,1,31.699880813
201800715330,0,1,1,34,1693,34,1,2,0,1,31.699880813
201800715357,0,1,3,82,2168,82,2,2,0,19,37.573194562
201800715588,0,1,3,78,466,78,1,2,98,10,29.862378551
201800715939,0,1,3,12,457,12,1,2,98,12,30.533348976
201800716815,0,1,4,44,388,44,2,2,98,25,29.541886341
201800716845,0,1,4,44,388,44,2,2,98,25,29.541886341
201800717022,0,1,2,27,893,27,1,2,98,6,29.160218226
201800717108,0,1,4,41,159,41,1,2,0,22,32.443859191
201800717151,0,1,4,41,159,41,1,2,0,22,32.443859191
201800717440,0,1,3,51,1098,51,1,2,0,10,29.856290986
201800717463,0,1,1,66,1764,66,1,2,0,1,31.210065827
201800717551,0,1,1,66,1764,66,1,2,0,1,31.210065827
201800717589,0,1,1,66,1766,66,1,2,0,1,31.210065828
201800717700,0,1,3,65,2851,65,1,2,0,13,31.230780603
201800717812,0,1,1,66,1750,66,1,2,0,1,31.210065828
201800717864,0,1,1,66,1757,66,1,2,0,1,31.210065828
201800717886,0,1,3,35,2799,35,1,2,0,13,29.692967964
201800717890,0,1,1,66,1757,66,1,2,0,1,31.210065828
201800718174,0,1,3,28,441,28,1,2,98,11,30.401689625
201800718341,0,1,3,40,3076,40,1,2,0,15,30.104847399
201800718937,0,1,3,28,432,28,1,2,98,11,30.401689625
201800719689,0,1,3,59,504,59,1,2,98,10,30.337788332
201800719990,0,1,3,28,437,28,1,2,98,11,30.401689624
201800720399,0,1,3,48,87,48,1,2,98,12,30.018111049
201800720468,0,1,3,48,87,48,1,10,0,12,238.97825391
201800721088,0,1,2,58,3248,58,1,2,0,6,28.407784371
201800721144,0,1,2,58,3248,58,1,2,3,6,27.513662835
201800721144,0,2,2,58,3248,58,1,2,98,6,27.513662835
201800721249,0,1,2,58,3248,58,1,2,0,6,28.407784371
201800721346,0,1,2,58,3248,58,1,2,0,6,28.407784371
201800721445,0,1,2,58,3245,58,1,2,0,6,28.407784373
201800721770,0,1,3,12,457,12,1,2,98,12,30.533348976
201800721801,0,1,3,12,457,12,1,2,98,12,30.533348976
201800721804,0,1,3,12,460,12,1,2,98,12,30.533348976
201800722704,0,1,4,24,174,24,2,2,99,24,28.682796385
201800722714,0,1,4,24,170,24,2,2,0,24,28.682796385
201800723439,0,1,3,51,1098,51,1,2,0,10,29.856290986
201800723457,0,1,3,51,1080,51,1,2,0,10,29.856290985
201800723498,0,1,2,27,893,27,1,2,9,6,29.160218226
201800723504,0,1,2,27,893,27,1,2,0,6,29.160218226
201800723700,0,1,3,35,2792,35,1,2,9,13,40.277704227
201800723822,0,1,4,10,313,10,1,5,0,21,33.254749187
201800723867,0,1,4,10,313,10,1,2,0,21,37.181173575
201800724013,0,1,4,10,313,10,1,2,98,21,37.181173575
201800724040,0,1,4,10,313,10,1,2,99,21,37.181173575
201800724256,0,1,4,10,313,10,1,2,0,21,37.181173575
201800724424,0,1,4,10,313,10,1,2,0,21,37.181173575
201800724534,0,1,4,10,313,10,1,2,0,21,37.181173575
201800724575,0,1,4,10,313,10,1,2,99,21,37.181173575
201800724685,0,1,4,10,313,10,1,2,0,21,37.181173575
201800724811,0,1,4,10,313,10,1,2,0,21,37.181173575
201800725118,0,1,4,10,313,10,1,2,0,21,37.181173575
201800725544,0,1,4,10,313,10,1,2,0,21,37.181173575
201800725569,0,1,4,10,313,10,1,2,0,21,37.181173575
201800726056,0,1,4,10,313,10,1,2,98,21,37.181173575
201800726123,0,1,4,10,313,10,1,2,98,21,37.181173575
201800726150,0,1,4,10,313,10,1,2,0,21,37.181173575
201800726524,0,1,4,10,313,10,1,2,0,21,37.181173575
201800727042,0,1,1,72,1747,72,1,2,0,1,31.388232717
201800727239,0,1,4,49,260,49,1,2,0,21,37.402434262
201800727271,0,1,4,49,260,49,1,2,99,21,48.364530056
201800727326,0,1,4,49,260,49,1,2,0,21,37.402434262
201800727554,0,1,3,32,2782,32,2,2,0,17,55.845048031
201800727693,0,1,3,51,1079,51,1,2,0,10,29.856290986
201800727741,0,1,4,20,3010,20,2,2,98,25,128.04060567
201800728186,0,1,1,72,1723,72,1,2,0,1,31.388232717
201800728892,0,1,3,17,1050,17,1,2,0,15,30.026404117
201800729016,0,1,3,17,1053,17,1,2,0,15,30.026404117
201800729098,0,1,3,38,568,38,1,2,0,14,29.465141091
201800729120,0,1,2,47,2035,47,2,2,0,9,28.71180109
201800729127,0,1,3,63,2907,63,2,2,0,16,30.363634905
201800729300,0,1,4,64,310,64,1,2,0,23,35.645192619
201800729303,0,1,3,83,2810,83,1,2,98,13,30.224298691
201800729538,0,1,1,72,1723,72,1,2,0,1,31.388232717
201800729775,0,1,3,32,2764,32,2,2,0,17,31.644252413
201800729795,0,1,3,82,2168,82,2,2,0,19,27.968941776
201800731027,0,1,3,83,2811,83,1,2,0,13,30.224298691
201800731335,0,1,1,80,1800,80,1,2,0,2,31.688442341
201800731529,0,1,1,80,1800,80,1,2,0,2,31.688442341
201800731820,0,1,2,47,2034,47,2,2,0,9,37.16770997
201800731893,0,1,1,80,1800,80,1,2,0,2,31.688442341
201800732071,0,1,3,51,1117,51,1,2,0,10,29.856290986
201800732327,0,1,3,40,3106,40,1,2,98,15,30.104847399
201800733084,0,1,4,56,214,214,1,2,0,20,34.194551567
201800733690,0,1,4,41,159,41,1,2,0,22,32.443859191
201800733985,0,1,3,52,587,52,2,2,0,18,30.812339962
201800733985,0,2,3,52,587,52,2,2,0,18,30.812339962
201800734839,0,1,3,59,479,59,1,2,98,10,30.337788331
201800735054,0,1,4,56,211,211,1,2,0,20,34.194551568
201800735161,0,1,4,64,308,64,1,2,9,23,46.092267088
201800735282,0,1,2,67,1919,67,1,2,0,8,29.355432268
201800735302,0,1,1,31,1710,31,1,2,99,2,31.121813653
201800735897,0,1,3,51,1098,51,1,2,0,10,29.856290986
201800735922,0,1,4,10,322,10,1,2,0,21,37.181173575
201800735923,0,1,4,10,322,10,1,2,0,21,37.181173575
201800735923,0,2,4,10,322,10,1,2,0,21,37.181173575
201800735935,0,1,4,10,322,10,1,2,99,21,37.181173575
201800735950,0,1,4,10,322,10,1,2,0,21,37.181173575
201800736165,0,1,2,25,2091,25,1,2,0,8,66.818434077
201800736874,0,1,3,28,437,28,1,2,98,11,30.401689624
201800736884,0,1,3,28,440,28,1,2,98,11,30.401689625
201800738175,0,1,3,70,46,70,2,2,99,16,40.617147072
201800738195,0,1,3,70,138,70,2,2,0,16,30.234815932
201800738455,0,1,4,56,205,205,1,2,0,20,34.194551568
201800739207,0,1,4,41,161,41,1,2,0,22,32.443859191
201800739353,0,1,2,27,892,27,1,2,0,6,29.160218226
201800739396,0,1,1,31,1709,31,1,2,0,2,31.121813653
201800739397,0,1,3,83,2810,83,1,2,0,13,30.224298691
201800739967,0,1,3,65,2855,65,1,2,0,13,31.230780603
201800739967,0,2,3,65,2855,65,1,2,0,13,31.230780603
201800740016,0,1,3,17,1053,17,1,2,0,15,30.026404117
201800740082,0,1,1,31,1709,31,1,2,0,2,31.121813653
201800740288,0,1,3,35,2799,35,1,2,0,13,29.692967964
201800740368,0,1,4,56,206,206,1,2,0,20,34.194551568
201800740406,0,1,3,30,3296,30,1,2,0,14,31.164931493
201800740950,0,1,4,56,210,210,1,2,0,20,34.194551568
201800741253,0,1,3,54,514,54,1,2,0,14,79.179685669
201800741264,0,1,3,38,573,38,1,2,0,14,29.465141091
201800741503,0,1,4,46,336,46,1,2,0,22,32.839231129
201800741603,0,1,4,46,336,46,1,2,0,22,32.839231129
201800742029,0,1,3,17,1053,17,1,2,0,15,30.026404117
201800742200,0,1,4,10,321,10,1,2,0,21,37.181173576
201800742203,0,1,4,10,321,10,1,2,0,21,37.181173576
201800742207,0,1,4,10,321,10,1,2,0,21,37.181173576
201800742211,0,1,4,10,321,10,1,2,0,21,37.181173576
201800742213,0,1,4,10,321,10,1,2,0,21,37.181173576
201800742222,0,1,4,10,321,10,1,2,0,21,37.181173576
201800742707,0,1,3,40,3076,40,1,2,98,15,30.104847399
201800742731,0,1,3,40,3106,40,1,2,98,15,30.104847399
201800743370,0,1,3,33,1482,33,1,2,99,11,29.911863378
201800743601,0,1,3,83,2810,83,1,2,0,13,30.224298691
201800743616,0,1,3,38,573,38,1,2,0,14,29.465141091
201800743652,0,1,3,17,1053,17,1,2,98,15,30.026404117
201800743652,0,2,3,17,1053,17,1,2,98,15,30.026404117
201800743652,0,3,3,17,1053,17,1,2,98,15,30.026404117
201800743652,0,4,3,17,1053,17,1,2,98,15,30.026404117
201800743652,0,5,3,17,1053,17,1,2,98,15,30.026404117
201800743652,0,6,3,17,1053,17,1,2,98,15,30.026404117
201800743652,0,7,3,17,1053,17,1,2,98,15,30.026404117
201800743652,0,8,3,17,1053,17,1,2,98,15,30.026404117
201800743652,0,9,3,17,1053,17,1,2,98,15,30.026404117
201800743652,0,10,3,17,1053,17,1,2,98,15,30.026404117
201800743652,0,11,3,17,1053,17,1,2,98,15,30.026404117
201800743714,0,1,1,13,1208,13,1,2,0,3,32.071875573
201800743801,0,1,1,15,2513,15,2,2,0,5,29.937745159
201800743876,0,1,3,51,1098,51,1,2,0,10,29.856290986
201800744173,0,1,1,72,1741,72,1,2,0,1,31.388232717
201800744173,0,2,1,72,1741,72,1,2,98,1,31.388232717
201800744173,0,3,1,72,1741,72,1,2,98,1,31.388232717
201800744333,0,1,1,72,1723,72,1,2,0,1,31.388232717
201800744334,0,1,4,56,206,206,1,9,0,20,187.19330781
201800744356,0,1,4,56,206,206,1,2,0,20,34.194551568
201800744375,0,1,4,56,206,206,1,2,0,20,34.194551568
201800744781,0,1,3,12,457,12,1,2,98,12,30.533348976
201800744950,0,1,3,59,505,59,1,2,98,10,30.337788331
201800745319,0,1,3,28,440,28,1,2,98,11,30.401689625
201800745756,0,1,1,76,2286,76,1,2,0,2,31.925903258
201800745867,0,1,2,29,966,29,1,2,98,7,29.900148782
201800746012,0,1,1,13,1191,13,1,2,0,3,32.071875573
201800746148,0,1,3,51,1078,51,1,2,0,10,29.856290986
201800746267,0,1,3,33,1484,33,1,2,0,11,29.911863378
201800746298,0,1,2,67,1919,67,1,2,0,8,29.355432268
201800746390,0,1,4,60,245,60,1,2,0,21,37.526764812
201800746516,0,1,1,72,1723,72,1,2,0,1,31.388232717
201800746516,0,2,1,72,1723,72,1,2,98,1,31.388232717
201800746628,0,1,4,64,305,64,1,2,0,23,35.645192619
201800746670,0,1,4,49,261,49,1,2,99,21,37.402434262
201800746722,0,1,3,40,3106,40,1,2,98,15,30.104847399
201800747166,0,1,4,46,362,46,1,2,0,22,32.83923113
201800747483,0,1,3,53,2682,53,1,2,0,15,31.304996572
201800748036,0,1,3,53,2679,53,1,10,0,15,238.75888389
201800748278,0,1,3,53,2670,53,1,2,0,15,29.926539885
201800748278,0,2,3,53,2670,53,1,2,0,15,29.926539885
201800748278,0,3,3,53,2670,53,1,2,0,15,29.926539885
201800748278,0,4,3,53,2670,53,1,2,0,15,29.926539885
201800748278,0,5,3,53,2670,53,1,2,0,15,29.926539885
201800748278,0,6,3,53,2670,53,1,2,0,15,29.926539885
201800748278,0,7,3,53,2670,53,1,2,0,15,29.926539885
201800748315,0,1,3,53,2679,53,1,2,0,15,29.926539885
201800748315,0,2,3,53,2679,53,1,2,0,15,29.926539885
201800748997,0,1,3,53,2702,53,1,2,98,15,29.926539885
201800749107,0,1,3,53,2679,53,1,2,98,15,29.926539885
201800749283,0,1,3,53,2670,53,1,2,98,15,31.304996573
201800749768,0,1,3,53,2702,53,1,2,0,15,29.926539885
201800750665,0,1,3,53,2666,53,1,2,98,15,29.926539884
201800751593,0,1,3,53,2679,53,1,2,0,15,29.926539885
201800751885,0,1,3,53,2702,53,1,2,0,15,29.926539885
201800751969,0,1,3,53,2702,53,1,2,0,15,29.926539885
201800752173,0,1,3,53,2670,53,1,2,0,15,29.926539885
201800752459,0,1,3,53,2666,53,1,2,98,15,29.926539884
201800753999,0,1,4,41,159,41,1,2,9,22,32.443859191
201800754074,0,1,4,41,159,41,1,2,99,22,32.443859191
201800754202,0,1,1,72,1723,72,1,2,9,1,31.388232717
201800754586,0,1,3,40,3076,40,1,2,98,15,30.104847399
201800755388,0,1,3,28,437,28,1,2,98,11,30.401689624
201800755813,0,1,4,24,170,24,2,2,0,24,28.682796385
201800755972,0,1,3,28,448,28,1,2,98,11,30.401689624
201800756604,0,1,3,48,87,48,1,2,0,12,30.018111049
201800757234,0,1,3,59,504,59,1,2,98,10,30.337788332
201800757424,0,1,3,83,2810,83,1,2,0,13,30.224298691
201800757499,0,1,3,62,543,62,2,2,0,18,28.149147398
201800757772,0,1,4,46,338,46,1,2,0,22,67.142861453
201800757902,0,1,1,13,1208,13,1,2,0,3,32.071875573
201800758196,0,1,3,17,1040,17,1,2,0,15,30.026404117
201800758289,0,1,4,41,162,41,1,2,0,22,32.443859191
201800758356,0,1,4,41,162,41,1,2,0,22,32.443859191
201800758905,0,1,3,12,455,12,1,2,98,12,30.533348976
201800759318,0,1,3,83,2810,83,1,2,0,13,30.224298691
201800759323,0,1,3,83,2810,83,1,10,99,13,239.78068422
201800759394,0,1,4,49,260,49,1,2,0,21,37.402434262
201800759629,0,1,2,29,966,29,1,2,98,7,29.900148782
201800759977,0,1,3,65,2857,65,1,2,0,13,31.230780603
201800760010,0,1,3,63,2906,63,2,2,0,16,30.363634905
201800760309,0,1,1,13,1207,13,1,2,0,3,32.071875572
201800760415,0,1,3,35,2793,35,1,2,0,13,29.692967965
201800761353,0,1,3,78,4045,78,1,2,98,10,29.862378551
201800761428,0,1,1,15,2514,15,2,2,0,5,29.93774516
201800761511,0,1,4,46,362,46,1,2,0,22,32.83923113
201800761693,0,1,2,29,972,29,1,2,98,7,37.630098819
201800762073,0,1,4,64,307,64,1,2,0,23,35.645192619
201800762208,0,1,1,61,1571,61,1,2,0,1,37.40029817
201800762462,0,1,3,17,1053,17,1,2,0,15,30.026404117
201800762573,0,1,3,32,2803,32,2,2,0,17,31.644252413
201800762673,0,1,3,32,2802,32,2,2,0,17,31.644252413
201800762719,0,1,1,80,1800,80,1,2,99,2,31.688442341
201800762999,0,1,4,56,206,206,1,2,0,20,34.194551568
201800763007,0,1,4,56,206,206,1,2,0,20,34.194551568
201800763608,0,1,3,65,2851,65,1,2,0,13,31.230780603
201800763654,0,1,1,76,2286,76,1,2,0,2,31.925903258
201800763701,0,1,1,80,1800,80,1,2,0,2,31.688442341
201800763950,0,1,3,12,455,12,1,2,98,12,30.533348976
201800764095,0,1,3,12,457,12,1,2,98,12,30.533348976
201800764108,0,1,3,75,1230,75,2,2,0,19,29.133297861
201800764663,0,1,4,56,214,214,1,2,0,20,34.194551567
201800764791,0,1,3,51,1098,51,1,2,0,10,29.856290986
201800764914,0,1,4,60,234,60,1,2,0,21,37.526764813
201800765094,0,1,3,62,598,62,2,2,0,18,28.149147399
201800765253,0,1,3,38,578,38,1,2,0,14,29.465141091
201800765485,0,1,4,56,206,206,1,2,0,20,34.194551568
201800765654,0,1,3,38,573,38,1,2,0,14,29.465141091
201800765712,0,1,2,29,970,29,1,2,0,7,28.959055785
201800765785,0,1,1,80,1800,80,1,2,0,2,31.688442341
201800765785,0,2,1,80,1800,80,1,2,0,2,31.688442341
201800766021,0,1,3,12,457,12,1,4,98,12,14.417091544
201800766778,0,1,1,80,1800,80,1,2,99,2,31.688442341
201800766838,0,1,4,46,336,46,1,2,98,22,32.839231129
201800767044,0,1,2,25,2018,25,1,2,0,8,29.292208036
